Stage	Trade	Supplier	Component	Unit	Quantity	Price	Description
BRICK1	0520	52382	0038	4	0		2C FACE (AUGUSTA AREA)
BRICK1	0520	52382	0045	4	0		2C FACE (BOYUP BROOK)
BRICK1	0520	52382	0039	4	0		2C FACE (BRIDGETOWN)
BRICK1	0520	52382	0022	4	0	$216.30	2C FACE (BUSSELTON AREA)
BRICK1	0520	52382	0028	4	0		2C FACE (COWARAMUP/MARGARET RIVER)
BRICK1	0520	52382	0035	4	0		2C FACE (DUNSBOROUGH AREA)
BRICK1	0520	52382	0044	4	0		2C FACE (MANJIMUP)
BRICK1	0520	52382	0042	4	0		2C FACE (NANNUP)
BRICK1	0520	52382	0043	4	0		2C FACE (PEMBERTON)
BRICK1	0520	52382	0036	4	0		2C FACE (YALLINGUP AREA)
BRICK1	0520	52382	0212	4	0		STD BRICKS 1C FACE (AUGUSTA)
BRICK1	0520	52382	0219	4	0		STD BRICKS 1C FACE (BOYUP BROOK)
BRICK1	0520	52382	0216	4	0		STD BRICKS 1C FACE (BRIDGETOWN)
BRICK1	0520	52382	0206	4	0	$123.25	STD BRICKS 1C FACE (BUSSSELTON AREA)
BRICK1	0520	52382	0211	4	0		STD BRICKS 1C FACE (COWARAMUP/MARGARET RIVER)
BRICK1	0520	52382	0208	4	0		STD BRICKS 1C FACE (DUNSBOROUGH AREA)
BRICK1	0520	52382	0217	4	0		STD BRICKS 1C FACE (MANJIMUP)
BRICK1	0520	52382	0207	4	0		STD BRICKS 1C FACE (NANNUP)
BRICK1	0520	52382	0218	4	0		STD BRICKS 1C FACE (PEMBERTON)
BRICK1	0520	52382	0209	4	0		STD BRICKS 1C FACE (YALLINGUP AREA)
BRICK1	0520	52382	0312	4	0		VERTICORE BRICKS (AUGUSTA AREA)
BRICK1	0520	52382	0322	4	0		VERTICORE BRICKS (BOYUP BROOK)
BRICK1	0520	52382	0316	4	0		VERTICORE BRICKS (BRIDGETOWN)
BRICK1	0520	52382	0306	4	0	$216.30	VERTICORE BRICKS (BUSSELTON AREA)
BRICK1	0520	52382	0311	4	0		VERTICORE BRICKS (COWARAMUP/MARGARET RIVER)
BRICK1	0520	52382	0308	4	0		VERTICORE BRICKS (DUNSBOROUGH AREA)
BRICK1	0520	52382	0317	4	0		VERTICORE BRICKS (MANJIMUP)
BRICK1	0520	52382	0307	4	0		VERTICORE BRICKS (NANNUP)
BRICK1	0520	52382	0319	4	0		VERTICORE BRICKS (PEMBERTON)
BRICK1	0520	52382	0309	4	0		VERTICORE BRICKS (YALLINGUP AREA)
BRICK1	0520	52382	0412	4	0		MODULAR 76 BRICKS INCLUDES FACE (AUGUSTA AREA)
BRICK1	0520	52382	0420	4	0		MODULAR 76 BRICKS INCLUDES FACE (BOYUP BROOK AREA)
BRICK1	0520	52382	0406	4	0	$123.60	MODULAR 76 BRICKS INCLUDES FACE (BUSSELTON AREA)
BRICK1	0520	52382	0411	4	0		MODULAR 76 BRICKS INCLUDES FACE (COWARAMUP/MARGARET RIVER AREA)
BRICK1	0520	52382	0408	4	0		MODULAR 76 BRICKS INCLUDES FACE (DUNSBOROUGH AREA)
BRICK1	0520	52382	0409	4	0		MODULAR 76 BRICKS INCLUDES FACE (YALLINGUP AREA)
BRICK1	0520	52382	0417	4	0		LONGREACH (MANJIMUP)
BRICK1	0520	52382	1117	1	0		BRICK LINTELS (AUGUSTA AREA)
BRICK1	0520	52382	1122	1	0		BRICK LINTELS (BOYUP BROOK AREA)
BRICK1	0520	52382	1118	1	0		BRICK LINTELS (BRIDGETOWN AREA)
BRICK1	0520	52382	1112	1	0	$8.70	BRICK LINTELS (BUSSELTON AREA)
BRICK1	0520	52382	1116	1	0		BRICK LINTELS (COWARAMUP/MARGARET RIVER AREA)
BRICK1	0520	52382	1113	1	0		BRICK LINTELS (DUNSBOROUGH AREA)
BRICK1	0520	52382	1121	1	0		BRICK LINTELS (MANJIMUP)
BRICK1	0520	52382	1119	1	0		BRICK LINTELS (NANNUP)
BRICK1	0520	52382	1120	1	0		BRICK LINTELS (PEMBERTON)
BRICK1	0520	52382	1114	1	0		BRICK LINTELS (YALLINGUP)
							
BRICK1	0530	04467	7000	1	1	$0.00	DOOR/WINDOW FRAMES AS PER QUOTE - PROGRESS PAYMENT 60%
							
BRICK1	0540	52640	0031	1	0		25C X 1200 WIDE HINGED EVO PLUS ENTRY DOOR FRAME
BRICK1	0540	52640	0410	1	0		ENVIRO-SEAL DBL DOOR FRAME (REBATED 2/820) ESFBM (CORINTHIAN MERBAU)
BRICK1	0540	52640	0445	1	0	$272.84	ENVIRO-SEAL SGL 820 DOOR FRAME FE82SG (MERBAU)
BRICK1	0540	52640	0450	1	0		ENVIRO-SEAL SGL 870 DOOR FRAME FE87SG
BRICK1	0540	52640	0480	1	0		ENVIRO-SEAL SGL 920 DOOR FRAME FE92SG
BRICK1	0540	52640	7000	1	0	$244.66	FEVH-S820 M&B EVO FRM SGL 820 DR 2143X880OA O/IN UP TO BAL19
BRICK1	0540	52640	7001	1	0	$570.33	YYMBJ M&B EVO FRM SGL 820 DR 2143X880OA O/IN UP TO  BAL29
BRICK1	0540	52640	7002	1	0	$603.20	YYCIN CORINTHIAN FRM ENVIRO SGL 2140X887X140 UP TO BAL40
BRICK1	0540	52640	7003	1	0		ENVIRO-SEAL (EC1) SINGLE RH SIDE LIGHT 2140*1317 - MERBAU
BRICK1	0540	52640	7004	1	0		ENVIRO-SEAL (EC1) SINGLE LH SIDE LIGHT 2140*1317 - MERBAU
BRICK1	0540	52640	7005	1	0		ENVIRO-SEAL (EC2) SINGLE 2 SIDE LIGHTS 2140*1748*48 - MERBAU
BRICK1	0540	52640	7006	1	0		ENVIRO-SEAL (EA) SINGLE 2140*1087 - MERBAU
BRICK1	0540	52640	7007	1	0		BAL 12.5 ENVIRO-SEAL (EA) SINGLE 2143*887 MERANTI
BRICK1	0540	52640	7008	1	0		BAL 40 ENVIRO-SEAL (EA) SINGLE 2143*887 MERBAU
BRICK1	0540	52640	7009	1	0		FRAME 1450 D/R LH S/L FD82SL3 - 1041304
BRICK1	0540	52640	7010		0		FRAME 1450 D/R RH S/L FD82SL3 - 1041306
BRICK1	0540	52640	7012	1	0		M&B SUB FRAME FOR PIVOT DOOR - UPTO 2900*2200 OPENING
BRICK1	0540	52640	7013	1	0	$297.39	SPECIAL EVO FRM MERBAU TO SUIT A 2040*820 DOOR 135MM FINISH -YYMBJ
BRICK1	0540	52640	7014	0	0		ALL FRAMES TO SUIT BAL 12.5 FIRE RATING
BRICK1	0540	52640	7015	0	0		ALL FRAMES TO SUIT BAL 19 FIRE RATING
BRICK1	0540	52640	7016	0	1		ALL FRAMES TO SUIT BAL 29 FIRE RATING
BRICK1	0540	52640	7017	0	0		ALL FRAMES TO SUIT BAL 40 FIRE RATING
BRICK1	0540	52640	9010	1	0		DELIVERY TO ALBANY
BRICK1	0540	52640	9015	1	0		DELIVERY TO AUSTRALIND
BRICK1	0540	52640	9098	1	0		DELIVERY TO BINNINGUP
BRICK1	0540	52640	9023	1	0		DELIVERY TO BOYUP BROOK
BRICK1	0540	52640	9024	1	0		DELIVERY TO BRIDGETOWN
BRICK1	0540	52640	9029	1	0		DELIVERY TO BUNBURY/DALYELLUP
BRICK1	0540	52640	9031	1	0		DELIVERY TO BUSSELTON
BRICK1	0540	52640	9032	1	0		DELIVERY TO CAPEL
BRICK1	0540	52640	9035	1	0		DELIVERY TO COLLIE
BRICK1	0540	52640	9043	1	0		DELIVERY TO DONNYBROOK
BRICK1	0540	52640	9044	1	0	$60.00	DELIVERY TO DUNSBOROUGH
BRICK1	0540	52640	9046	1	0		DELIVERY TO EATON
BRICK1	0540	52640	9222	1	0		DELIVERY TO HARVEY
BRICK1	0540	52640	9067	1	0		DELIVERY TO MANJIMUP
BRICK1	0540	52640	9068	1	0		DELIVERY TO MARGARET RIVER / COWARAMUP
BRICK1	0540	52640	9073	1	0		DELIVERY TO NANNUP
							
BRICK1	0550	04359	0301	1	1	$5.00	SPLAY CUTS TO BEAMS
BRICK1	0550	04359	0305	1	1	$30.00	100 X 100 X 6 END PACKER
BRICK1	0550	04359	0440	7	0	$3.00	SLOTS TO LINTELS & TBARS (STANDARD)
BRICK1	0550	04359	0010	T	0		75 X 8 FLAT BAR STD GALVANISED (R3)
BRICK1	0550	04359	0080	T	0	$29.82	75 X 75 X 8 LINTEL STD GALVANISED (R3)
BRICK1	0550	04359	0090	T	0	$35.18	100 X 75 X 8 LINTEL STD GALVANISED (R3)
BRICK1	0550	04359	0100	T	0	$44.78	125 X 75 X 8 LINTEL STD GALVANISED (R3)
BRICK1	0550	04359	0110	T	0	$40.30	100 X 100 X 8 LINTEL STD GALVANISED (R3)
BRICK1	0550	04359	0120	T	0		150 X 90 X 8 LINTEL STD GALVANISED (R3)
BRICK1	0550	04359	0130	T	0		150 X 100 X 10 LINTEL STD GALVANISED (R3)
BRICK1	0550	04359	0460	T	0		200 BASE X 150 UPSTAND X 10 T-BAR STD GALVANISED (R3)
BRICK1	0550	04359	0463	T	0		180 BASE X 200 UPSTAND X 10 T-BAR STD GALVANISED (R3)
BRICK1	0550	04359	0465	T	0		200 BASE X 200 UPSTAND X 10 T-BAR STD GALVANISED (R3)
BRICK1	0550	04359	0467	T	0		180 BASE X 150 UPSTAND X 10 T-BAR STD GALVANISED (R3)
BRICK1	0550	04359	0468	T	0		180 BASE X 250 UPSTAND X 10 T-BAR STD GALVANISED (R3)
BRICK1	0550	04359	0481	T	0		200 BASE X 250 UPSTAND X 10 T-BAR STD GALVANISED (R3)
BRICK1	0550	04359	0310	T			40 MM PIPE COLUMNS (GALVANISED)
BRICK1	0550	04359	1010	T	0		75 X 8 FLAT BAR - GALV 900G
BRICK1	0550	04359	1080	T	0		75 X 75 X 8 LINTEL - GALV 900G
BRICK1	0550	04359	1090	T	0		100 X 75 X 8 LINTEL - GALV 900G
BRICK1	0550	04359	1110	T	0		100 X 100 X 8 LINTEL - GALV 900G
BRICK1	0550	04359	1100	T	0		125 X 75 X 8 LINTEL - GALV 900G
BRICK1	0550	04359	1120	T	0		150 X 90 X 8 LINTEL - GALV 900G
BRICK1	0550	04359	1130	T	0		150 X 100 X 10 LINTEL - GALV 900G
BRICK1	0550	04359	1460	T	0		200 BASE X 150 UPSTAND X 10 T-BAR GALV - 900G
BRICK1	0550	04359	1467	T	0		180 BASE X 150 UPSTAND X 10 T-BAR GALV - 900G
BRICK1	0550	04359	1465	T	0		200 BASE X 200 UPSTAND X 10 T-BAR GALV - 900G
BRICK1	0550	04359	1463	T	0		180 BASE X 200 UPSTAND X 10 T-BAR GALV - 900G
BRICK1	0550	04359	1481	T	0		200 BASE X 250 UPSTAND X 10 T-BAR GALV - 900G
BRICK1	0550	04359	1468	T	0		180 BASE X 250 UPSTAND X 10 T-BAR GALV - 900G
BRICK1	0550	04359	0201	T	0.00		150 UB 14 MILL FINISH
BRICK1	0550	04359	0211	T	0.00	$57.34	180 UB 16 MILL FINISH
BRICK1	0550	04359	0221	T	11.45		200 UB 18 MILL FINISH
BRICK1	0550	04359	0225	T	0.00		200 UB 22 MILL FINISH
BRICK1	0550	04359	0230	T	0.00		200 UB 25 MILL FINISH
BRICK1	0550	04359	0245	T	6.41		250 UB 25 MILL FINISH
BRICK1	0550	04359	0250	T	0.00		250 UB 31 MILL FINISH
BRICK1	0550	04359	0251	T	0.00		250 UB 37 MILL FINISH
BRICK1	0550	04359	0260	T	0.00		310 UB 40 MILL FINISH
BRICK1	0550	04359	0570	T	0		TYPE "A" HDG LINTEL - 150X90X8 W/-75X50X8 U/S DOWN TOP
BRICK1	0550	04359	1201	T	0.00		150 UB 14 PAINTED
BRICK1	0550	04359	1211	T	0.00		180 UB 16 PAINTED
BRICK1	0550	04359	1221	T	0.00		200 UB 18 PAINTED
BRICK1	0550	04359	1225	T	0.00		200 UB 22 PAINTED
BRICK1	0550	04359	1230	T	0.00		200 UB 25 PAINTED
BRICK1	0550	04359	1245	T	0.00		250 UB 25 PAINTED
BRICK1	0550	04359	1250	T	0.00		250 UB 31 PAINTED
BRICK1	0550	04359	1251	T	0.00		250 UB 37 PAINTED
BRICK1	0550	04359	1260	T	0.00		310 UB 40 PAINTED
BRICK1	0550	04359	0732	1	9	$20.00	TIE DOWN CHASING THREADED ROD 3.0M INCL 90 DEG BEND (NO CLEAT)
BRICK1	0550	04359	0736	1	9	$15.00	CLEAT E - HDG LOOSE (FOR TIE DOWN ROD)
BRICK1	0550	04359	0737	1		$10.00	CLEAT F - HDG LOOSE (FOR UB TO PER ROD)
BRICK1	0550	04359	9015	1	1		DELIVER TO AUSTRALIND
BRICK1	0550	04359	9098	1	0		DELIVER TO BINNINGUP
BRICK1	0550	04359	9022	1	0		DELIVER TO BOYANUP
BRICK1	0550	04359	9024	1	0		DELIVER TO BRIDGETOWN
BRICK1	0550	04359	9029	1	0		DELIVER TO BUNBURY
BRICK1	0550	04359	9060	1	0		DELIVER TO BUREKUP
BRICK1	0550	04359	9031	1	0	$150.00	DELIVER TO BUSSELTON
BRICK1	0550	04359	9032	1	0		DELIVER TO CAPEL
BRICK1	0550	04359	9084	1	0		DELIVER TO CHITTERING
BRICK1	0550	04359	9035	1	0		DELIVER TO COLLIE
BRICK1	0550	04359	9055	1	0		DELIVER TO DARDENUP
BRICK1	0550	04359	9043	1	0		DELIVER TO DONNYBROOK
BRICK1	0550	04359	9044	1	0	$150.00	DELIVER TO DUNSBOROUGH
BRICK1	0550	04359	9046	1	0		DELIVER TO EATON
BRICK1	0550	04359	9050	1	0		DELIVER TO GELORUP
BRICK1	0550	04359	9058	1	0		DELIVER TO HARVEY
BRICK1	0550	04359	9067	1	0		DELIVER TO MANJIMUP
BRICK1	0550	04359	9068	1	0		DELIVER TO MARGARET RIVER
BRICK1	0550	04359	9073	1	0		DELIVER TO NANNUP
BRICK1	0550	04359	9078	1	0		DELIVER TO PEMBERTON
							
BRICK1	0555	50001	0421	1	500	$1.00	SITE WELDING ALLOWANCE (PER JOB)
							
BRICK1	0560	11091500	7000	1	0	$0.00	FIREPLACE AS QUOTED 1372
							
BRICK1	0570	10013750	0003	0	1		*** DELUXE PROFILE TO ALL DOOR FRAMES ***
BRICK1	0570	10013750	0004	0	0		*** REGAL PROFILE TO ALL DOOR FRAMES ***
BRICK1	0570	10013750	0030	1	0		2040 X 520 LH 90 B/OPENING
BRICK1	0570	10013750	0040	1	0		2040 X 520 RH 90 B/OPENING
BRICK1	0570	10013750	0050	1	0		2040 X 620 LH 90 B/OPENING
BRICK1	0570	10013750	0060	1	0		2040 X 620 LH WC 90 B/OPENING
BRICK1	0570	10013750	0070	1	0		2040 X 620 RH 90 B/OPENING
BRICK1	0570	10013750	0080	1	0		2040 X 620 RH WC 90 B/OPENING
BRICK1	0570	10013750	0090	1	0	$96.12	2040 X 720 LH 90 B/OPENING
BRICK1	0570	10013750	0091	1	1	$96.12	2040 X 720 LH WC 90 B/OPENING
BRICK1	0570	10013750	0092	1	1		2040 X 720 RH WC 90 B/OPENING
BRICK1	0570	10013750	0100	1	1	$96.12	2040 X 720 RH 90 B/OPENING
BRICK1	0570	10013750	0110	1	2	$96.12	2040 X 820 LH 90 B/OPENING
BRICK1	0570	10013750	0111	1	0	$96.12	2040 X 820 LH 90 B/OPENING W/- 3 HINGES
BRICK1	0570	10013750	0120	1	2	$96.12	2040 X 820 RH 90 B/OPENING W/- 3 HINGES
BRICK1	0570	10013750	0121	1	1		2040 X 820 RH 90 B/OPENING W/- 3 HINGES
BRICK1	0570	10013750	0130	1	0		2060 X 670 SLIDER 90 B/OPENING
BRICK1	0570	10013750	0140	1	0		2060 X 770 SLIDER 90 B/OPENING
BRICK1	0570	10013750	0150	1	0		2060 X 870 SLIDER 90 B/OPENING
BRICK1	0570	10013750	0170	1	0		2040 X 2/520 D/HUNG 90 B/OPENING
BRICK1	0570	10013750	0180	1	0		2040 X 2/620 D/HUNG 90 B/OPENING
BRICK1	0570	10013750	0190	1	0		2040 X 2/720 D/HUNG 90 B/OPENING
BRICK1	0570	10013750	0200	1	0		2040 X 2/820 D/HUNG 90 B/OPENING
BRICK1	0570	10013750	0750	1	0		PROVIDE 180 DEG. BROAD BUTT HINGES (PAIR)
BRICK1	0570	10013750	0753	1	0		EXTRA STRIKER BOX FITTED FOR DEADLOCK
BRICK1	0570	10013750	7000	1	0	$61.59	920 WC RIGHT HAND 95MM STD SINGLE FRAME
BRICK1	0570	10013750	7001	1	0	$61.59	920 WC LEFT HAND 95MM STD SINGLE FRAME
BRICK1	0570	10013750	7002	1	0		820 WC RIGHT HAND 95MM STD SINGLE FRAME
BRICK1	0570	10013750	7003	1	0		820 WC LEFT HAND 95MM STD SINGLE FRAME
BRICK1	0570	10013750	7004	1	0		2/820 95MM DOUBLE STD SLIDING FRAME
BRICK1	0570	10013750	7005	1	0		2/720 95MM DOUBLE STD SLIDING FRAME
BRICK1	0570	10013750	7006	1	0		2/620 95MM DOUBLE STD SLIDING FRAME
BRICK1	0570	10013750	7007	1	0	$107.70	2040 X 920 RH 90 B/OPENING W/- 3 HINGES
BRICK1	0570	10013750	7008	1	0	$107.70	2040 X 920 LH 90 B/OPENING W/- 3 HINGES
BRICK1	0570	10013750	7009	1	0		870 RIGHT HAND 90MMBRK STD SINGLE FRAME
BRICK1	0570	10013750	7010	1	0		870 LEFT HAND 90MMBRK STD SINGLE FRAME
BRICK1	0570	10013750	7011	1	0		870 WC RIGHT HAND 90MMBRK STD SINGLE FRAME
BRICK1	0570	10013750	7012	1	0		870 WC LEFT HAND 90MMBRK STD SINGLE FRAME
BRICK1	0570	10013750	7013	1	0	$118.21	2040 X 920 LH 90 B/OPENING W/- 4 HINGES
BRICK1	0570	10013750	7014	1	0	$118.21	2040 X0 920 RH 90 B/OPENING W/- 4 HINGES
BRICK1	0570	10013750	9014	1	0		DELIVERY TO AUGUSTA
BRICK1	0570	10013750	9015	1	1		DELIVERY TO AUSTRALIND
BRICK1	0570	10013750	9022	1	0		DELIVERY TO BOYANUP
BRICK1	0570	10013750	9024	1	0		DELIVERY TO BRIDGETOWN
BRICK1	0570	10013750	9027	1	0		DELIVERY TO BRUNSWICK
BRICK1	0570	10013750	9028	1	0	$95.00	DELIVERY TO VASSE
BRICK1	0570	10013750	9029	1	0		DELIVERY TO BUNBURY
BRICK1	0570	10013750	9031	1	0	$95.00	DELIVERY TO BUSSELTON
BRICK1	0570	10013750	9032	1	0		DELIVERY TO CAPEL
BRICK1	0570	10013750	9034	1	0		DELIVERY TO PREVELLY PARK
BRICK1	0570	10013750	9035	1	0		DELIVERY TO COLLIE
BRICK1	0570	10013750	9038	1	0		DELIVERY TO WITCHCLIFFE
BRICK1	0570	10013750	9039	1	0		DELIVERY TO DARDANUP
BRICK1	0570	10013750	9043	1	0		DELIVERY TO DONNYBROOK
BRICK1	0570	10013750	9044	1	0		DELIVERY TO DUNSBOROUGH
BRICK1	0570	10013750	9053	1	0		DELIVERY TO GRACETOWN
BRICK1	0570	10013750	9058	1	0		DELIVERY TO HARVEY
BRICK1	0570	10013750	9060	1	0		DELIVERY TO BUREKUP
BRICK1	0570	10013750	9068	1	0		DELIVERY TO MARGARET RIVER
BRICK1	0570	10013750	9072	1	0		DELIVERY TO MYALUP
BRICK1	0570	10013750	9079	1	0		DELIVERY TO KARRIDALE
BRICK1	0570	10013750	9098	1	0		DELIVERY TO BINNINGUP
BRICK1	0570	10013750	9186	1	0		DELIVERY TO QUINDALUP
							
							
BRICK1	0570	10013750	9192	1	0		DELIVERY TO WONNERUP
BRICK1	0570	10013750	9094	1	0		DELIVERY TO YALLINGUP
							
BRICK1	0600	50062	0013	4	-301	$2,600.00	2 COURSE FACE (290 X 90 X 162)
BRICK1	0600	50062	0014	4	49	$1,950.00	1 COURSE FACE (290 X 90 X 76)
BRICK1	0600	50062	0055	4	10742	$2,100.00	VERTICORE
BRICK1	0600	50062	0050	4	0		COMMONS
BRICK1	0600	50062	0056	4	211	$2,100.00	MODULAR 76
BRICK1	0600	50062	0010	4	0	$1,950.00	FACE
BRICK1	0600	50062	0116	1	3	$5.00	LAY BRICK LINTEL
BRICK1	0600	50062	0150	1	8	$20.00	DOOR FRAMES / JAMBS
BRICK1	0600	50062	0160	1	15	$20.00	WINDOW FRAMES
BRICK1	0600	50062	0190	1	1	$20.00	METER BOX
BRICK1	0600	50062	0200	7	0	$8.00	RAKING GABLES
BRICK1	0600	50062	0210	1	0	$25.00	SCAFFOLD PER GABLE
BRICK1	0600	50062	0211	1	0	$50.00	SCAFFOLD TO INT. WALLS OVER 2.4M HIGH PER JOB
BRICK1	0600	50062	0220	1	4	$45.00	F/STANDING PIERS
BRICK1	0600	50062	0224	1	7	$20.00	ATTACHED PIERS
BRICK1	0600	50062	0230	1			CORBELLING TO BRICK PIERS
BRICK1	0600	50062	0235	7	0		CORBELLING FOR DADO
BRICK1	0600	50062	0250	7			SPLAYED SILL
BRICK1	0600	50062	0273	1	9	$10.00	BRICK IN WIND POST, COLUMN, GARAGE RODS D/BOLT BASE
BRICK1	0600	50062	0275	7			CONTRASTING BRICK DADO
BRICK1	0600	50062	0280	7			SOLDIER COURSE
BRICK1	0600	50062	0290	1			BRICK UP CHIMNEY TO RAKED CEILING OVER 31C
BRICK1	0600	50062	0310	4	0	$60.00	DOUBLE FACE
BRICK1	0600	50062	0370	7			FACE SQUINTS CORNERS
BRICK1	0600	50062	0380	1	0		BRICK HEARTH
BRICK1	0600	50062	0401	1	110	$1.00	HOOP IRONS (PER STRAP)
BRICK1	0600	50062	0406	1	0	$30.00	SETUP 'T' BAR INTO POSITION (OVER 4M LONG)
BRICK1	0600	50062	0407	1	0	$15.00	SETUP 'T' BAR INTO POSITION (UNDER 4M LONG)
BRICK1	0600	50062	0411	7	0	$0.70	RODS TO TOP COURSES / WINDOWS (PER LIN M)
BRICK1	0600	50062	0420	1			ROUGH SQUINT CORNERS
BRICK1	0600	50062	0475	7	0	$2.00	POLYFLASH
BRICK1	0600	50062	0482	1			FIX BOXES IN CAVITY WALLS (HWS CASING BOX, SHOWER NICHE BOX)
BRICK1	0600	50062	0490	1	4	$10.00	CAVITY FILL PIERS (VERDELHAO) PER PIER
BRICK1	0600	50062	0600	1	1	$180.00	SCAFFOLD
BRICK1	0600	50062	0605	1	0		SCAFFOLDING E/O
BRICK1	0600	50062	0925	7	0	$5.00	INSTALL AIRCELL INSULATION IN CAVITY (PER LINEAL METRE OF CAVITY WALL)
BRICK1	0600	50062	8000	0	1	$0.00	DAMP COURSE MUST BE USED ON THE 1ST COURSE OF THE
BRICK1	0600	50062	8001	0	1	$0.00	INTERNAL & EXTERNAL (RENDERED) RING BEAM AND ALSO THE 1ST
BRICK1	0600	50062	8002	0	1	$0.00	COURSE OF ALL THE WET AREA WALLS
BRICK1	0600	50062	9900	0	1	$0.00	PLEASE PLACE ALL RUBBISH & WASTE IN BIN
							
BRICK1	1130	50062	0010	4	49	$55.00	EXTERNAL 1C FACE INCL. PIERS
BRICK1	1130	50062	0015	4	-301	$110.00	EXTERNAL 2C FACE INCL. PIERS
BRICK1	1130	50062	0030	4	0		DOUBLE FACE (1C BRICKS)
BRICK1	1130	50062	0031	4	0	$110.00	DOUBLE FACE (2C BRICKS)
BRICK1	1130	50062	0500	1	0		FINAL CLEAN RED BRICKS
BRICK1	1130	50062	9014	1	0		TRAVEL TO AUGUSTA
BRICK1	1130	50062	9068	1	0		TRAVEL TO MARGARET RIVER
							
BRICK1	1170	50061	0015	1	1	$250.00	1ST CLEAN
							
SCAFF1	0580	10642751	7000	1	1	$0.00	SCAFFOLD AS QUOTED
							
WFRAME1	0785	03083	7000	1	0	$0.00	PRE-FAB WALL TRUSSES AND ANCILLARIES AS QUOTED
							
WFRAME1	0820	52014	0651	1	0	$63.30	DOMESTIC METER BOX - ELECTRIC
WFRAME1	0820	52014	9029	1	0	$55.00	DELIVERY PER LOT TO BUNBURY
WFRAME1	0820	52014	9031	1	0	$55.00	DELIVERY PER LOT TO BUSSELTON
WFRAME1	0820	52014	9044	1	0		DELIVERY PER LOT TO DUNSBOROUGH
WFRAME1	0820	52014	9068	1	0		DELIVERY PER LOT TO MARGARET RIVER
WFRAME1	0820	52014	9024	1	0		DELIVERY PER LOT TO BRIDGETOWN
							
WFRAME1	0850	50062	0057	7	0	$1.20	LAY ALCOR UNDER EXTERNAL WALL FRAMES
WFRAME1	0850	50062	0315	7	0	$20.00	WALL FRAMING UP TO 3.0M HIGH - PREFAB (PINE)
WFRAME1	0850	50062	0317	1	0	$3.00	E/O PER DYNABOLT TO CONCRETE SLAB
WFRAME1	0850	50062	0334	8	0	$9.00	FIX PLYWOOD BRACING TO WALLS
WFRAME1	0850	50062	0336	1	0	$30.00	INSTALL METERBOX TO WALL FRAME
WFRAME1	0850	50062	0338	1	0	$180.00	PARGING TO EXPOSED SLAB FACE (STUD FRAME JOBS)
WFRAME1	0850	50062	0360	1	0	$30.00	WINDOW/DOOR FRAMES INTO STUD WALLS
							
WFRAME1	1170	50061	0015	1	0	$250.00	1ST CLEAN
							
RFRAME1	0850	50062	0323	1	0	$12.72	FLASHINGS PER FRAME
RFRAME1	0850	50062	0326	8	0.0	$2.16	SISALATION
RFRAME1	0850	50062	0327	7	0	$12.00	CORNER STOPS (INCL FLASHINGS) INT & EXT
RFRAME1	0850	50062	0420	1	0	$40.00	CUT CLADDING INTO FRAMES
RFRAME1	0850	50062	0431	8	0	$38.40	FIX CLADDING - HARDIPLANK OR SIMILAR (OVER 50M2)
RFRAME1	0850	50062	0434	8	0.0	$48.00	FIX CLADDING - HARDIPLANK OR SIMILAR (UNDER 50M2)
							
ICLAD1	0880	50062	0059	8	0	$4.00	AQUACHECK TO WALLS E/O STD
ICLAD1	0880	50062	0070	8	0	$21.00	GYPROCK TO TIMBER STUD WALLS 2.4 - 2.7M HIGH (O/A)
ICLAD1	0880	50062	0222	1	0	$3.50	SUPPLY & INSTALL MAGIC CORNER
ICLAD1	0880	50062	1000	8	0.00	$2.50	INSTALL INSULATION TO STUD WALLS
ICLAD1	0880	50062	9900	0	0	$0.00	PLEASE PLACE ALL RUBBISH & WASTE IN BIN
							
ICLAD1	1170	50061	0016	1	0	$250.00	2ND CLEAN - LOCK UP & BOX OUT GARAGE
							
RFRAME1	0555	50001	0421	1	500	$1.00	SITE WELDING ALLOWANCE (PER JOB)
							
RFRAME1	0785	02107	7000	1	1	$0.00	ROOF TIMBER ALLOWANCE
							
RFRAME1	0810	02107	7000	1	1	$0.00	HARDIFLEX / CLADDING ALLOWANCE
							
RFRAME1	0820	02107	7000	1	1	$0.00	SUPPLY ROOF HARDWARE AS PER QUOTE
							
RFRAME1	0810	52014	7000	1	1	$0.00	ENTER HARDIFLEX SHEETS FROM IND. TIMB. CUT LIST
RFRAME1	0810	52014	329	1	0		MITEK BEAM BRACKET SCREW MSA1430B
RFRAME1	0810	52014	331	PAIR	0		BEAM BRACKETS MITEK SPH180 PER PAIR (1 X LH, 1 X RH)
RFRAME1	0810	52014	603	1	0		WAKAFLEX 280MM WIDE X 5M LEAD GREY
RFRAME1	0810	52014	620	1			POST SHOE TEE TYPE MST90200
RFRAME1	0810	52014	621	1	0		POST SHOE FOR BUSH POLES MSBPB 200
RFRAME1	0810	52014	662	1	0		PERGOLA BRACKETS 900MM
RFRAME1	0810	52014	672	1	0		75*50*280 ANGLE BRACKET AB11 CW 10*90 BOLTS AND WASHERS 9325179005016
RFRAME1	0810	52014	822	1	0		9.0 DURAGROOVE NARROW SMOOTH 3000*1200 - 102872
RFRAME1	0810	52014	0006	1	0		2400 X 600 X 4.5MM EAVES SHEET
RFRAME1	0810	52014	0005	1	0		2400 X 750 X 4.5MM EAVES SHEET
